UP,Nom_complet,X (UTM 18 Sud),Y (UTM 18 Sud),Alt.,Dev. Topo,Dev.estim�,Prof.,Topo.,Termine?,Secteur,Commentaire,Explorateurs,ARCHEO,,,,,,,,,,,,,,,,,,,X (UTM 18 Sud),Y (UTM 18 Sud),,
2010,C4 Nfissure 0,473577,4438008,389,,,,,,Camp 4,,C�dric,,,,,,,,,,,,,,,,,,,,473.577,4438.008,473577,4438008
2010,C4 SansNom 8,473579,4438420,361,,,,,,Camp 4,,C�dric,,,,,,,,,,,,,,,,,,,,473.579,4438.42,473579,4438420
2010,C4 SansNom 7,473601,4438564,347,,,,,,Camp 4,,C�dric,,,,,,,,,,,,,,,,,,,,473.601,4438.564,473601,4438564
2010,C4 SansNom 6,473616,4438593,342,,,,,,Camp 4,,C�dric,,,,,,,,,,,,,,,,,,,,473.616,4438.593,473616,4438593
2010,C5 Cueva2,473599,4438718,337,,,,,,Camp 4,,C�dric,,,,,,,,,,,,,,,,,,,,473.599,4438.718,473599,4438718
2010,C4 SansNom 1,473407,4438857,403,,,,,,Camp 4,,C�dric,,,,,,,,,,,,,,,,,,,,473.407,4438.857,473407,4438857
2010,C4 SansNom 4,473028,4438978,312,,,,,,Camp 4,,C�dric,,,,,,,,,,,,,,,,,,,,473.028,4438.978,473028,4438978
2010,C5 Cueva3,473077,4439130,313,,,,,,Camp 4,,C�dric,,,,,,,,,,,,,,,,,,,,473.077,4439.13,473077,4439130
2010,C4 SansNom 3,473044,4439162,307,,,,,,Camp 4,,C�dric,,,,,,,,,,,,,,,,,,,,473.044,4439.162,473044,4439162
2010,C5 Cueva1,473343,4439239,391,,,,,,Camp 4,,C�dric,,,,,,,,,,,,,,,,,,,,473.343,4439.239,473343,4439239
2010,Cueva de la casquette,473652,4437656,397,0,70,-48,croquis,oui,Camp 5 Secteur Barros Luco,Entr�e �troite de la largeur du corps beau donnantsur un puit vertical style cath�drale de 30m (cavit� avec plusieurs entr�es),Cedric/Vanessa/Serge,,,,,,,,,,,,,,,,,,,,473.652,4437.656,473652,4437656
2010,Champignon,473344,4439239,391,0,60,-45,croquis,oui,Camp 5 Secteur Barros Luco,Situ� au dessus du camp 5 pr�s du seul champignon du secteur. Gros puit vertical de plus de 40m qui suit une faille,Cedric,,,,,,,,,,,,,,,,,,,,473.344,4439.239,473344,4439239
2010,Gouffre du Colibri,473077,4439130,313,,56,-30,topo,non,Camp 5 Doline vers Pacifique,Gouffre d'�ffondrement ouvert avec possibilit� de continuation mais �boulis instable (plus grosse entr�e de la doline),Cedric/Jose/JeanPhilippe/Serge,,,,,,,,,,,,,,,,,,,,473.077,4439.13,473077,4439130
2010,Trou de la Plaquette,473683,4437677,382,0,45,-23,croquis,oui,Camp 5 Secteur Barros Luco,salle d'effondrement ouverte qui fait au gouffre de la casquette dans un alignement de gouffres qui se suivent vers le Barros Luco,Cedric/Vanessa/Serge,,,,,,,,,,,,,,,,,,,,473.683,4437.677,473683,4437677
2010,Porche du Sonnar,473599,4438718,338,0,26,-20,croquis,oui,Camp 5 Secteur Barros Luco,arr�t sur �boulis,Cedric/Jose/JeanPhilippe/Serge,,,,,,,,,,,,,,,,,,,,473.599,4438.718,473599,4438718
2010,Abri du Gazon,470883,4433935,35,,20,0,non,oui,Desconocido,Grand porche 20m de diam�tre dans le gr�s en bord de plage,"Olivier T, Florian",,,,,,,,,,,,,,,,,,,,470.883,4433.935,470883,4433935
2010,R�surgence,,,,,15,0,non,oui,Desconocido,Siphon p�n�trable 1m3/s,"Olivier T, Florian",,,,,,,,,,,,,,,,,,,,,,0,0
2010,R�surgence,,,,,10,0,no,oui,Desconocido,siphon,"Olivier T, Florian",,,,,,,,,,,,,,,,,,,,,,0,0
2010,R�surgence,,,,,10,0,non,oui,Desconocido,siphon,"Olivier T, Florian",,,,,,,,,,,,,,,,,,,,,,0,0
2010,L'Abri-g�te,470380,4431713,1,,5,0,non,oui,Desconocido,Abri de quelques m2 avec des semblants d'occupation,"Olivier T, Florian",OUI,,,,,,,,,,,,,,,,,,,470.38,4431.713,470380,4431713
2010,Grotte du Rapace,472046,4433537,84,0,50,6,croquis,non,Desconocido,"joli petit m�andre, arr�t sur tr�mie, deux petits d�part laiss�, sans grand int�r�t","Olivier T, Florian",,,,,,,,,,,,,,,,,,,,472.046,4433.537,472046,4433537
2010,Grotte du Sud,470163,4431420,2,40,40,15,topo,oui,Desconocido,Porche de 40m x20m,"Florian, Olivier T",,,,,,,,,,,,,,,,,,,,470.163,4431.42,470163,4431420
2010,Grotte de l'Oursin,471984,4433604,50,175,175,25,OK,non,Desconocido,"R�surgence fossile (?) avec gros courant d'air, au pied du lapiaz. Campement nomade probable. Patelles, os, charbons. Colobris troglox�nes morts. Jolies excentriques et concretionnement ","Olivier T, Isa, Florian, Thomas, Jean Francois H",,,,,,,,,,,,,,,,,,,,471.984,4433.604,471984,4433604
2010,Cueva de la Madre,470109,4431220,28,532,532,-0.9,OK,non,Desconocido,Porche d'entr�e 60m haut par 125m de large. arr�t sur une E6 sur faille facile. ,"Florian, Olivier T",,,,,,,,,,,,,,,,,,,,470.109,4431.22,470109,4431220
2010,Porche,471491,4431944,20,,,,,?,Desconocido,Porche en bordure de lage non explor�. Traces humaines tres certaines.Porche 10mx5m � aller voir,"Jean Francois H, Thomas, Olivier T",,,,,,,,,,,,,,,,,,,,471.491,4431.944,471491,4431944
2010,Grotte du Nord,471003,4434013,0,,,,en cours,oui,Desconocido,"Petite cavit� en bord de mer avec charbons, ossement, ar�tes de poisson","Olivier T, Florian",,,,,,,,,,,,,,,,,,,,471.003,4434.013,471003,4434013
2010,Gouffre de la D�tente,473050,4425902,445,,160,-323,OK,oui,D�tente,d�v total: 800m,,,,,,,,,,,,,,,,,,,,,473.05,4425.902,473050,4425902
2010,Gouffre instantan�,,,,0,45,-20,en cours,oui,D�tente,50m de la d�tente. idem Aven?,"St�phane, Laurent M",,,,,,,,,,,,,,,,,,,,,,0,0
2010,Aven,473026,4425860,450,,,,,,D�tente,a explorer - photo 221,,,,,,,,,,,,,,,,,,,,,473.026,4425.86,473026,4425860
2010,Aven,473542,4426174,357,0,,,,,D�tente,P20? photo 200-202,,,,,,,,,,,,,,,,,,,,,473.542,4426.174,473542,4426174
2010,Gouffre 36,469283,4422857,392,,50,-45,croquis,oui,Lobos,,"Denis, Olivier T",,,,,,,,,,,,,,,,,,,,469.283,4422.857,469283,4422857
2010,Gouffre des Mousquetaires,469809,4422763,298,,56,-44,topo,oui,Lobos,arr�t sur tr�mie,"Arnauld, Laurent C, C�dric",,,,,,,,,,,,,,,,,,,,469.809,4422.763,469809,4422763
2010,Gouffre de l'Arche,469950,4422849,310,,,-32,topo,oui,Lobos, arr�t m�andre imp�n�trable,"C�dric, Arnault, Laurent C",,,,,,,,,,,,,,,,,,,,469.95,4422.849,469950,4422849
2010,Gouffre du Canyon,,,,,75,-29,topo,non,Lobos,"Suite de petits ressauts dans m�andre. arr�t sur tr�mie, suite visible mais imp�n�trable","Arnauld, Denis, Olivier T",,,,,,,,,,,,,,,,,,,,,,0,0
2010,Gouffre � la t�te d'Ours,469828,4422922,332,,25,-22,croquis,oui,Lobos,,Olivier T,,,,,,,,,,,,,,,,,,,,469.828,4422.922,469828,4422922
2010,Aven,469300,4422855,322,0,20,-20,,oui,Lobos,"Beau puits 20m, porche 8mx4m, bouch�","Olivier T, Denis",,,,,,,,,,,,,,,,,,,,469.3,4422.855,469300,4422855
2010,Grotte de Lobos Secos,469869,4422885,328,,79,-17,topo,oui,Lobos,Sert de camp pour la zone Lobos,"Laurent C, Denis, Arnauld, C�dric, Olivier T",,,,,,,,,,,,,,,,,,,,469.869,4422.885,469869,4422885
2010,Grotte Marion,468214,4423045,339,74,74,-17,topo,oui,Lobos,"explo-topo Thomas et Fabien le 24/01/2010, arr�t sur perte active �troite verticale en crue (qq l/s), ressaut passable sans corde, � faire par temps sec",Fabien Thomas,,,,,,,,,,,,,,,,,,,,468.214,4423.045,468214,4423045
2010,M�andre des Sables,469499,4422846,384,38,38,-15,topo,oui,Lobos,"explo-topo Thomas et Fabien le 24/01/2010, arr�t sur �troiture ponctuelle en roche massive l35 cm � �largir de peu pour passer. Vue sur 3,5 m p�n�trable, tr�s fort courant d'air sortant glacial",Fabien Thomas,,,,,,,,,,,,,,,,,,,,469.499,4422.846,469499,4422846
2010,Grotte de la Conduite,468835,4422513,364,,30,-15,croquis,oui,Lobos,Une conduite forc�e traverse � la perpendiculiare le gouffre form� � partir d'une fracture vers -15m (avec un remplissage t�moin).,"C�dric, Buldo",,,,,,,,,,,,,,,,,,,,468.835,4422.513,468835,4422513
2010,Cueva del Agua,470151,4422766,352,,20,-15,croquis,oui,Lobos,effondrement important termin� sur �boulis. Une bache a permis de recueillir de l'eau en p�riode s�che au camp des Lobos (acc�s facile),"C�dric, Arnauld",,,,,,,,,,,,,,,,,,,,470.151,4422.766,470151,4422766
2010,Aven de la Traverse,467933,4422916,353,35,35,-12,topo,oui,Lobos,explo-topo Thomas et Fabien le 24/01/2010,Fabien Thomas,,,,,,,,,,,,,,,,,,,,467.933,4422.916,467933,4422916
2010,Grotte du Nomade,468873,4422340,354,,67,-9,topo,oui,Lobos,"Situ�e sur la bande de gr�s, cette grotte est un vraisemblable abri temporaire","Arnauld, Denis, Olivier T",OUI,,,,,,,,,,,,,,,,,,,468.873,4422.34,468873,4422340
2010,Grotte Filostik,469520,4422874,291,,24,-8,topo,oui,Lobos,"Courte perte dans laquelle ont �t� trouv�s quelques os, moule, patelles","Isa, Laurent C, Olivier T",,,,,,,,,,,,,,,,,,,,469.52,4422.874,469520,4422874
2010,Porche de la Madre 2,468705,4422852,364,,20,-8,croquis,oui,Lobos,petit porche avec un puit de 5m donnant sur un m�andre avec arr�t sur �boulis,"C�dric, Jean Phi",,,,,,,,,,,,,,,,,,,,468.705,4422.852,468705,4422852
2010,Aven,469418,4422796,294,0,15,-6,,oui,Lobos,P6 qui queute,"Olivier T, Denis",,,,,,,,,,,,,,,,,,,,469.418,4422.796,469418,4422796
2010,Abri,469283,4422170,403,,15,0,non,oui,Lobos,Abri pouvant servir de camp,"Olivier T, Denis, Arnauld",,,,,,,,,,,,,,,,,,,,469.283,4422.17,469283,4422170
2010,Aven,469741,4422253,432,,,,,,Lobos,non descendu,"Olivier T, Denis",,,,,,,,,,,,,,,,,,,,469.741,4422.253,469741,4422253
2010,Grand Aven Triple,468572,4422366,365,,,,,oui,Lobos,"R30 au contact, bouch�",Fabien,,,,,,,,,,,,,,,,,,,,468.572,4422.366,468572,4422366
2010,Perte Ensabl�e,468805,4422367,374,,,,,,Lobos,Grotte au contact gr�s calcaire,Fabien,,,,,,,,,,,,,,,,,,,,468.805,4422.367,468805,4422367
2010,Cueva 1,470582,4422455,581,,,,,,Lobos,"a explorer, grosse entr�e (10/20) dans la mont�e qui va de l'embarcadaire a la caverne des Lobos",C�dric,,,,,,,,,,,,,,,,,,,,470.582,4422.455,470582,4422455
2010,Porche,468379,4422465,357,,,,,oui,Lobos,porche bouch�. Abri au vent,"Olivier T, Denis",,,,,,,,,,,,,,,,,,,,468.379,4422.465,468379,4422465
2010,AVEN ?,470236,4422475,309,,,,,,Lobos,,Olivier T,,,,,,,,,,,,,,,,,,,,470.236,4422.475,470236,4422475
2010,Aven,468258,4422538,415,,,,,,Lobos,non descendu,"Olivier T, Denis",,,,,,,,,,,,,,,,,,,,468.258,4422.538,468258,4422538
2010,Lobos Matos,470178,4422545,303,,,,,,Lobos,"a explorer, beau gouffre d'entr�e (30m sond�)",C�dric,,,,,,,,,,,,,,,,,,,,470.178,4422.545,470178,4422545
2010,aven,470197,4422588,288,,,,,,Lobos,,,,,,,,,,,,,,,,,,,,,,470.197,4422.588,470197,4422588
2010,Aven,468322,4422615,389,,,,,,Lobos,P20 interessant non descendu,"Olivier T, Denis",,,,,,,,,,,,,,,,,,,,468.322,4422.615,468322,4422615
2010,aven,469821,4422749,298,,,,,,Lobos,,,,,,,,,,,,,,,,,,,,,,469.821,4422.749,469821,4422749
2010,Aven,469656,4422828,287,,,,,oui,Lobos,bouch�,"Olivier T, Denis",,,,,,,,,,,,,,,,,,,,469.656,4422.828,469656,4422828
2010,Cueva 5,469763,4422959,310,,,,,,Lobos,"a explorer, dans la doline des lobos",C�dric,,,,,,,,,,,,,,,,,,,,469.763,4422.959,469763,4422959
2010,Cueva 6,469807,4423507,433,,,,,,Lobos,"a explorer, loin au nord",C�dric,,,,,,,,,,,,,,,,,,,,469.807,4423.507,469807,4423507
2010,Perte 1Lobos,468573,4422358,332,,,,,,Lobos,,,,,,,,,,,,,,,,,,,,,,468.573,4422.358,468573,4422358
2010,porche jef = gr audeline,471572,4429671,357,,,,,,Camp 1,,,,,,,,,,,,,,,,,,,,,,471.572,4429.671,471572,4429671
2010,Los Piscoleros,,,,,,,non,oui,Lobos,"Dans une zone de porche, conduite forc�e glaci�re qui part (voir photo)","Antoine, Denis, Olivier G, Vanessa",,,,,,,,,,,,,,,,,,,,,,0,0
2010,Perte des Lobos,467782,4422983,330,556,556,-303,OK,oui,Nomade,,"Florian, ...",,,,,,,,,,,,,,,,,,,,467.782,4422.983,467782,4422983
2010,El Culo de la Madre,468699,4422722,355,,182,-78,topo,oui,Nomade,Grosse entr�e impressionnante qui suit un plan de faille et qui se termine par deux belles salles avec arr�t sur des �boulis.,"Sylvain, C�dric, Buldo",,,,,,,,,,,,,,,,,,,,468.699,4422.722,468699,4422722
2010,La Grotte,468496,4422512,331,0,9,-9,croquis,oui,Nomade,"""inutile d'y aller""",Florian,,,,,,,,,,,,,,,,,,,,468.496,4422.512,468496,4422512
2010,Igue Dedob,468516,4422547,,0,15,-8,croquis,oui,Nomade,"""buldo m'a forc� � y aller"" Flo.",Florian,,,,,,,,,,,,,,,,,,,,468.516,4422.547,468516,4422547
2010,Grotte Petite Soeur,468366,4422459,,0,20,-4,croquis,oui,Nomade,"coups de gouges de 0,1x0,2m",Florian,,,,,,,,,,,,,,,,,,,,468.366,4422.459,468366,4422459
2010,Puits Octopus,467782,4422983,330,,,,,oui,Nomade,jonctionne avec la perte des lobos (coordonn�es des lobos),,,,,,,,,,,,,,,,,,,,,467.782,4422.983,467782,4422983
2010,Gouffre du Kit,470653,4425395,505,0,130,-120,croquis,oui,Quinqua,P100,"Isa, Jos�, Serge",,,,,,,,,,,,,,,,,,,,470.653,4425.395,470653,4425395
2010,Gouffre Cumple Anos,471149,4425341,412,119,168,-81,OK,non,Quinqua,gouffre d'entr�e suivi d'un m�andre au contact gr�s/calcaire. arr�t sur �troiture passable.,"Jean Francois H, Didier, Laurent M, Florence, Olivier T",,,,,,,,,,,,,,,,,,,,471.149,4425.341,471149,4425341
2010,La Marmotte,470988,4425143,,,60,-57,croquis,oui,Quinqua,,"Jos�, Isa, Serge",,,,,,,,,,,,,,,,,,,,470.988,4425.143,470988,4425143
2010,Aven Kinka 4,471051,4425241,428,,60,-40,croquis,oui,Quinqua,vu et descendu par Jos� le 19/01/2010,Jos�,,,,,,,,,,,,,,,,,,,,471.051,4425.241,471051,4425241
2010,Perte,471314,4425512,,,60,-40,croquis,oui,Quinqua,,"Isa, Jos�",,,,,,,,,,,,,,,,,,,,471.314,4425.512,471314,4425512
2010,Aven Kinka 3,471049,4425081,413,,48,-28,croquis,oui,Quinqua,"vu et descendu par �quipe Quinqua 19/01/2010 (Bruno, Jos�, Jo, Fabien et Didier)","Jos�, Bruno, Fabien, Didier",,,,,,,,,,,,,,,,,,,,471.049,4425.081,471049,4425081
2010,Aven,470677,4425348,,,30,-20,croquis,oui,Quinqua,,"Jos�, Isa, Serge",,,,,,,,,,,,,,,,,,,,470.677,4425.348,470677,4425348
2010,Aven,471014,4425120,,,20,-20,croquis,oui,Quinqua,,"Jos�, Isa, Serge",,,,,,,,,,,,,,,,,,,,471.014,4425.12,471014,4425120
2010,Aven -20,471157,4425311,418,,20,-20,,oui,Quinqua,,Mulot,,,,,,,,,,,,,,,,,,,,471.157,4425.311,471157,4425311
2010,Gouffre,471349,4425470,,,,-20,croquis,oui,Quinqua,,"Isa, Jos�",,,,,,,,,,,,,,,,,,,,471.349,4425.47,471349,4425470
2010,Aven Kinka 2,471052,4425189,428,,30,-15,croquis,oui,Quinqua,"vu et descendu par �quipe Quinqua 19/01/2010 (Bruno, Jos�, Jo, Fabien et Didier)","Bruno, Didier, Jo, Fabien, Jos�",,,,,,,,,,,,,,,,,,,,471.052,4425.189,471052,4425189
2010,Aven Kinka 1,471078,4425341,451,,20,-15,croquis,oui,Quinqua,vu et descendu par Fabien et Didier le 19/01/2010,"Fabien, Didier",,,,,,,,,,,,,,,,,,,,471.078,4425.341,471078,4425341
2010,Aven non descendu,471817,4424205,434,,,,,?,Quinqua,,Mulot,,,,,,,,,,,,,,,,,,,,471.817,4424.205,471817,4424205
2010,Aven,471827,4424273,433,,,,,?,Quinqua,a explorer. P30?,Laurent M,,,,,,,,,,,,,,,,,,,,471.827,4424.273,471827,4424273
2010,Aven,471576,4424536,414,,,,,?,Quinqua,a explorer. P30?,Laurent M,,,,,,,,,,,,,,,,,,,,471.576,4424.536,471576,4424536
2010,Grand Aven-Perte,471504,4425157,359,,,,,?,Quinqua,Trou D,,,,,,,,,,,,,,,,,,,,,471.504,4425.157,471504,4425157
2010,TROU A,471073,4425289,433,,,,,?,Quinqua,,Mulot,,,,,,,,,,,,,,,,,,,,471.073,4425.289,471073,4425289
2010,Grande Doline-Perte,471511,4425318,347,,,,,?,Quinqua,imp�n�trable,,,,,,,,,,,,,,,,,,,,,471.511,4425.318,471511,4425318
2010,Aven,470687,4426335,559,,,,,?,Quinqua,Cavit� � voir ,Didier,,,,,,,,,,,,,,,,,,,,470.687,4426.335,470687,4426335
2010,Aven,470676,4426340,561,,,,,?,Quinqua,Cavit� � voir ,Didier,,,,,,,,,,,,,,,,,,,,470.676,4426.34,470676,4426340
2010,Aven,471002,4425391,466,,,,,,Quinqua,,Mulot,,,,,,,,,,,,,,,,,,,,471.002,4425.391,471002,4425391
2010,Travers� du roberto,,,,,,,,oui,Roberto Sud,,"Richard, Olivier T ",,,,,,,,,,,,,,,,,,,,,,0,0
2010,trou noir,,,,,,,,oui,Roberto Sud,,"Richard, Olivier T ",,,,,,,,,,,,,,,,,,,,,,0,0
2010,Sou33,472373,4429958,301,0,80,-70,croquis,oui,Soublette,,,,,,,,,,,,,,,,,,,,,,472.373,4429.958,472373,4429958
2010,Sumidero Ardilla  ,,,,,80,-70,croquis,non,Soublette,,,,,,,,,,,,,,,,,,,,,,,,0,0
2010,Sou30,472620,4429466,237,,40,-35,croquis,oui,Soublette,,,,,,,,,,,,,,,,,,,,,,472.62,4429.466,472620,4429466
2010,Sou31,472414,4429499,281,0,30,-30,croquis,oui,Soublette,,,,,,,,,,,,,,,,,,,,,,472.414,4429.499,472414,4429499
2010,Porche,471623,4430070,388,,10,0,,oui,Soublette,"Porche 20m de large, qui queute","Jean Francois H, Thomas, Olivier T",,,,,,,,,,,,,,,,,,,,471.623,4430.07,471623,4430070
2010,Grotte de l'Audeline,,,,143,143,19,topo,oui,Soublette,travers�e fossile,"Laurent C, Pierre",,,,,,,,,,,,,,,,,,,,,,0,0
2010,Aven,471645,4430061,360,,,,,?,Soublette,"Puits 4m de diam�tre partant en m�andre, � voir","Jean Francois H, Thomas, Olivier T",,,,,,,,,,,,,,,,,,,,471.645,4430.061,471645,4430061
2010,Grotte Sueno,471621,4429939,423,,,,,?,Soublette,Abri � Jeff,"Jean Francois H, Thomas, Olivier T",,,,,,,,,,,,,,,,,,,,471.621,4429.939,471621,4429939
2010,perte 1,,,,,,,,,Camp 1,pas point�e mais juste � cot� de la perte 2 et ambr�e (n�130),,,,,,,,,,,,,,,,,,,,,,,0,0
2014,Perte de la Sucri�re,493130,4308331,399,,120,-80,,oui,A remplir!,termin� � -80,,,,,,,,,,,,,,,,,,,,,493.13,4308.331,493130,4308331
2014,oeil du Diable (ex perte majeure),493244,4309199,315,,368,-81,topo,,A remplir!,Topographie,,,,,,,,,,,,,,,,,,,,,493.244,4309.199,493244,4309199
2014,Perte de la Sucri�re inf�rieure,493001,4308652,330,,203,-84,topo,,A remplir!,Topographie,,,,,,,,,,,,,,,,,,,,,493.001,4308.652,493001,4308652
2014,Trou 1 sur 3eme bloc calcaire,495068,4309020,186,,,,,,A remplir!,,,,,,,,,,,,,,,,,,,,,,495.068,4309.02,495068,4309020
2014,Perte Col 1,493722,4308518,482,,,,,,A remplir!,,,,,,,,,,,,,,,,,,,,,,493.722,4308.518,493722,4308518
2014,Perte des Portes d'Abraham,494398,4309243,163,,483,-135,topo,,A remplir!,Topographie,,,,,,,,,,,,,,,,,,,,,494.398,4309.243,494398,4309243
2014,Cueva Nutria,495399,4309090,20,,176,16 / -15,topo,,A remplir!,Topographie,,,,,,,,,,,,,,,,,,,,,495.399,4309.09,495399,4309090
2014,TC1,493342,4308357,484,,40,-40,,oui,A remplir!,Colmat�,,,,,,,,,,,,,,,,,,,,,493.342,4308.357,493342,4308357
2014,TC2,493337,4308329,488,,30,-30,,oui,A remplir!,Colmat�,,,,,,,,,,,,,,,,,,,,,493.337,4308.329,493337,4308329
2014,TC3,492238,4307919,544,,65,-65,,oui,A remplir!,Colmat�,,,,,,,,,,,,,,,,,,,,,492.238,4307.919,492238,4307919
2014,TC4,493149,4307944,533,,0,0,,,A remplir!,"Imp�n�trable, � d�sober",,,,,,,,,,,,,,,,,,,,,493.149,4307.944,493149,4307944
2014,TC5,493139,4307904,533,,,,,,A remplir!,,,,,,,,,,,,,,,,,,,,,,493.139,4307.904,493139,4307904
2014,TC6,493149,4307879,522,,,,,oui,A remplir!,Colmat�,,,,,,,,,,,,,,,,,,,,,493.149,4307.879,493149,4307879
2014,Le Raccourci,494845,4308933,274,,30,-30,,non,A remplir!,"un P30 non descendu plein lapiaz, voir GPS Buldo",,,,,,,,,,,,,,,,,,,,,494.845,4308.933,494845,4308933
2014,Le Raccourci V�g�tal,495383,4308977,55,,20,-5,,non,A remplir!,petite travers�e avec P5 non descendu GPS Buldo,,,,,,,,,,,,,,,,,,,,,495.383,4308.977,495383,4308977
2014,Tortilla con Lemon,495075,4308714,253,160,160,-32,topo,oui,A remplir!,Int�grale,,,,,,,,,,,,,,,,,,,,,495.075,4308.714,495075,4308714
2014,Trou qui paye pas de mine,,,,108,108,-48,topo,,A remplir!,Topographie,,,,,,,,,,,,,,,,,,,,,,,0,0
2014,Gouffre de l'Erbra,494387,4309486,86,1356,1356,30 / -59,topo,non,A remplir!,"Topographie, plus de 400 m explor�s non toporgaphi�",,,,,,,,,,,,,,,,,,,,,494.387,4309.486,494387,4309486
2014,Regard sur la r�surgence de l'Avenir,494567,4309691,,,,,,,A remplir!,20 m en aval de la perte principale,,,,,,,,,,,,,,,,,,,,,494.567,4309.691,494567,4309691
2014,Gouffre Pacifico,492835,4307760,386,,356,-196,topo,?,A remplir!,"Explo Romain/Seba + Lionel/Natalia + Tigrou/Denis/Steph, topo r�alis�e",,,,,,,,,,,,,,,,,,,,,492.835,4307.76,492835,4307760
2014,Pas de nom,492741,4307760,372,,,,,,A remplir!,,,,,,,,,,,,,,,,,,,,,,492.741,4307.76,492741,4307760
2014,Pas de nom,492538,4307322,344,,,,,,A remplir!,,,,,,,,,,,,,,,,,,,,,,492.538,4307.322,492538,4307322
2014,Pas de nom,492549,4307305,,,,,,,A remplir!,,,,,,,,,,,,,,,,,,,,,,492.549,4307.305,492549,4307305
2014,Perte du col 1,493740,4308750,,,-30,-30,,,A remplir!,Puits sur faille,,,,,,,,,,,,,,,,,,,,,493.74,4308.75,493740,4308750
2014,Perte du col 2,493735,4308575,,,0,0,,,A remplir!,Extr�mit� Nord de la faille,,,,,,,,,,,,,,,,,,,,,493.735,4308.575,493735,4308575
2014,Cueva du Plateau,493877,4308702,,,20,-20,,,A remplir!,,,,,,,,,,,,,,,,,,,,,,493.877,4308.702,493877,4308702
2014,Igue du Dike,493877,4308689,,,20,-20,,,A remplir!,,,,,,,,,,,,,,,,,,,,,,493.877,4308.689,493877,4308689
2014,Pas de nom,493833,4308577,,,0,0,,oui,A remplir!,Perte impenetrable,,,,,,,,,,,,,,,,,,,,,493.833,4308.577,493833,4308577
2014,Igue du Midi,493488,4308749,,,70,-58,,non,A remplir!,arr�t sur m�andre �troit,,,,,,,,,,,,,,,,,,,,,493.488,4308.749,493488,4308749
2014,Igue Enviluc,493487,4308761,,,18,-13,,,A remplir!,,,,,,,,,,,,,,,,,,,,,,493.487,4308.761,493487,4308761
2014,Cueva de la Ma�ana,493354,4308416,,,11,-11,,oui,A remplir!,Colmatage de gr�s,,,,,,,,,,,,,,,,,,,,,493.354,4308.416,493354,4308416
2014,Trou du Cairn,493378,4308649,,,40,-40,,,A remplir!,,,,,,,,,,,,,,,,,,,,,,493.378,4308.649,493378,4308649
2014,Gouffre des Trois Arches,493345,4308371,483,,60,-42,,,A remplir!,arr�t sur Siphon,,,,,,,,,,,,,,,,,,,,,493.345,4308.371,493345,4308371
2014,"Gouffre ""2 spits pour Rien""",492718,4307932,358,,50,-33,,,A remplir!,,,,,,,,,,,,,,,,,,,,,,492.718,4307.932,492718,4307932
2014,P20,494928,4309421,301,,20,-20,,?,A remplir!,"Non descendu, au dessus de l'�mergence d'Abraham",,,,,,,,,,,,,,,,,,,,,494.928,4309.421,494928,4309421
2014,Gouffre No Futur,494209,4303537,438,,40,-40,croquis,,A remplir!,Croquis,,,,,,,,,,,,,,,,,,,,,494.209,4303.537,494209,4303537
2014,Gouffre Retour vers le Futur,494247,4303396,412,133,133,-61,topo,,A remplir!,"Topo, arr�t sur d�sob",,,,,,,,,,,,,,,,,,,,,494.247,4303.396,494247,4303396
2014,Gouffre SansD�conner,495472,4308988,21,,100,-20,croquis,,A remplir!,Sch�ma,,,,,,,,,,,,,,,,,,,,,495.472,4308.988,495472,4308988
2014,Arc 13,492630,4307395,325,,20,-15,croquis,,A remplir!,Sch�ma,,,,,,,,,,,,,,,,,,,,,492.63,4307.395,492630,4307395
2014,Arc 12,492811,4307523,387,,40,-30,croquis,,A remplir!,Sch�ma,,,,,,,,,,,,,,,,,,,,,492.811,4307.523,492811,4307523
2014,Arc 12bis,492811,4307523,387,,20,-15,croquis,,A remplir!,Sch�ma,,,,,,,,,,,,,,,,,,,,,492.811,4307.523,492811,4307523
2014,Arc 3,492744,4307438,368,,45,-30,croquis,,A remplir!,Sch�ma,,,,,,,,,,,,,,,,,,,,,492.744,4307.438,492744,4307438
2014,Arc 4,492791,4307449,380,,20,-20,croquis,,A remplir!,Sch�ma,,,,,,,,,,,,,,,,,,,,,492.791,4307.449,492791,4307449
2014,Gouffre Futur 1,493519,4304030,545,,,,croquis,,A remplir!,Voir Sch�ma Xav,,,,,,,,,,,,,,,,,,,,,493.519,4304.03,493519,4304030
2014,Gouffre Futur 2,493402,4304216,562,,40,-30,croquis,,A remplir!,Voir Sch�ma Xav,,,,,,,,,,,,,,,,,,,,,493.402,4304.216,493402,4304216
2014,Gouffre N�1 Sommet 3,493524,4304050,554,,70,-40,,,A remplir!,Jonctionne avec Gouffre Futur 1 de Tigrou ; arr�t sur �boulis � -40 m,,,,,,,,,,,,,,,,,,,,,493.524,4304.05,493524,4304050
2014,Pas de nom,493405,4304223,557,,40,-30,,oui,A remplir!,Termin� ; M�me gouffre que le Gouffre Futur 2 de Tigrou,,,,,,,,,,,,,,,,,,,,,493.405,4304.223,493405,4304223
2014,Gouffre n�3 sommet 3,493434,4304074,54,,20,-16,,oui,A remplir!,Termin�,,,,,,,,,,,,,,,,,,,,,493.434,4304.074,493434,4304074
